职位,薪资,公司,公司信息,公司地址,地区,工作经验,学历,人数,时间,岗位信息
['大数据运营工程师'],[],['中国移动通信集团广东有限公司'],['国企| 通信/电信运营、增值服务'],[],['清远'],['本科'],[],['若干人'],['2019-09-13'],学历要求：全日制普通高等院校本科及以上学历的应届毕业生；海外高校应聘者需具备国家教育部认可的学历学位。专业要求：计算机、统计、通信专业。职位描述：1、研究公司内外部客户的需求，负责大数据产品的研发、成品、成本定价。 2、负责公司内外部大数据项目的实施。 3、负责大数据系统的日常维护。 4、负责大数据合作商的管理。其他要求：通过大学英语四/六级。
['大数据工程师(000384)'],[],['技术中心'],['国企| 家具/家电/玩具/礼品'],[],['成都'],['硕士'],[],['2人'],['2019-09-13'],1、自然语言处理、机器学习、数学、统计学、计算机相关专业优先； 2、用自然语言处理和机器学习完成对非结构化文本数据信息要素抽取和知识管理； 3、负责文本大数据挖掘算法建模、模型评估、参数调优； 4、熟悉Hadoop／Spark、Storm、Hive、HBase等主流的大数据技术； 5、熟悉Mysql、Mongodb、Redis等数据库应用开发
['大数据安全研究员(000648)'],[],['信息安全实验室'],['国企| 家具/家电/玩具/礼品'],[],['成都'],['硕士'],[],['2人'],['2019-09-13'],负责大数据安全技术方向研究及产品研发，包括但不限于： 1、安全态势感知技术研究 2、人工智能对抗技术研究 3、隐私保护技术研究 4、促进新技术转化与推广 职位要求： 1、信息安全/计算机/数据挖掘/机器学习/数学/统计等相关专业（方向）硕士及以上学历； 2、数学及编程功底扎实，熟悉Python； 3、熟悉信息安全基本原则和常用技术； 4、熟悉人工智能基础理论及常用算法； 5、有大数据平台应用、威胁情报分析、深度学习、或强化学习方向开发经验者优先； 6、有SCI、A类国际会议论文发表者优先。
['软件研发-13大数据及人工智能分析引擎'],[],['南瑞研究院'],['国企| 电气/电力/水利'],[],['南京'],['本科'],[],['8人'],['2019-09-13'],工作内容：大数据及人工智能分析引擎核心模块设计与研发，基于Spark ML/MLlib、BigDL、TensorFlow机器学习与深度学习算法引擎，打造为从数据到模型、模型到场景化应用的一站式大数据挖掘与人工智能应用开发引擎，促进人工智能在电力系统领域的技术落地，其他要求：熟悉Linux开发环境，具备一定的Java/Scala／Python/程序设计能力，了解Hadoop、Spark Streaming、ElasticSearch技术栈组件，了解Spark ML/Mllib、BigDL、TensorFlow机器学习与深度学习算法引擎，具有大数据平台或人工智能研发经验者优先。
['Java后台/大数据软件工程师（武汉）'],[],['北京锐安科技有限公司'],['民营公司| 计算机软件'],[],['武汉'],['本科'],[],['若干人'],['2019-09-13'],"岗位职责：1、协助软件工程师完成前期开发的设计和计划工作；2、协助软件工程师完成相应的技术文档撰写；3、协助解决开发过程中的部分技术问题。任职条件：1、本科以及上学历，计算机、软件工程相关专业；2、有一定的编程经验或项目经验者优先。3、具有良好的团队协作精神和责任心，能够承受工作压力。工作地点：1、北京海淀区西小口66号东升科技园北领地B-2,7层2、武汉：武汉市洪山区光谷软件园A3-9"
['大数据咨询顾问'],[],['上海爱数信息技术股份有限公司'],['民营公司| 电子技术/半导体/集成电路'],[],['上海'],['本科'],[],['若干人'],['2019-09-13'],岗位职责：1、为区域客户的售前和售后工作提供大数据技术咨询和支持服务；2、配合售前顾问和销售，协助开展大数据项目竞标；3、负责对区域重点的项目提供交付支持，承担项目交付经理的管理角色。上海总部培训，后全国分配任职资格：1、大学本科及以上学历，计算机相关专业，有志于从事大数据技术支持相关工作；2、具有Elasticsearch、Logstash、Kafka、Fluentd、Kibana中一种或多种有操作经验优先；3、具备较强的需求收集、竞品分析、组织协调、进度把控能力。
['基础技术研究-人工智能、大数据算法研究'],[],['北京科东电力控制系统有限责任公司'],['国企| 电气/电力/水利'],[],['北京'],['硕士'],[],['3人'],['2019-09-13'],工作内容：负责开展行业人工智能、大数据等新技术预研，跟踪国内外相关领域研究动态，开展基础、前瞻技术研究，开展新产品或原型系统研制等工作其他：熟悉人工智能、大数据分析挖掘的基本原理与方法；掌握人工智能、大数据分析的常用开发框架与开源软件，熟练掌握Java/Python；有相关课题研究与项目经验者优先。
['软件研发-大数据业务领域'],[],['国网电力科学研究院武汉南瑞有限责任公司'],['国企| 电气/电力/水利'],[],['武汉'],['硕士'],[],['1人'],['2019-09-13'],工作内容：负责软件需求分析，软件系统架构、概要设计，软件开发，研发技术文档编写等工作。其他要求：熟悉Java或Scala语言理解面向对象知识，熟悉关系数据库；具有一定的SQL优化技巧，具有linux常规命令与工具，具有简单的Shell脚本编写能力；了解Hadoop、Hbase、Hive、Spark、Storm等大数据生态相关技术；有数据挖掘、数据分析、机器学习研发实践经验者优先。
['应用技术研究-大数据业务领域'],[],['南京南瑞信息通信科技有限公司'],['国企| 电气/电力/水利'],[],['南京'],['硕士'],[],['2人'],['2019-09-13'],工作内容：负责电力营销大数据应用方案编制；电力营销数据中台研发。其他：1. 熟悉Hadoop生态体系，掌握各种大数据开源工具，如 Kafka、Storm、Spark、Hadoop、Hive、Hbase、Mapreduce、ElasticSearch、Flume、Zookeeper 等；2. 掌握客户画像、知识图谱、精准推荐等数据挖掘算法及应用场景，熟悉典型数据挖掘工具:SAS、SPSS、R、Mahout、SparkMlib等；3. 熟悉电力、能源、智慧城市等行业大数据应用场景，能描洞察大数据技术对行业用户的价值者优先；4.具有大数据项目研发经验者优先
['大数据工程师'],[],['北方信息控制研究院集团有限公司'],['国企| 计算机软件'],[],['南京'],['硕士'],[],['10人'],['2019-09-13'],专业要求：软件工程（大数据方向）及相关专业、计算机、通信类专业学历要求：博士和硕士此次招聘仅针对2020届应届毕业生及2019届往届生，欢迎投递并且关注我们的最新宣讲行程（网申通道预计8月底开通）：中国兵器工业集团-北方信息控制研究院诚聘高校优秀人才，期待您的加入！薪酬政策：1、硕士薪酬15-27万/年，博士薪酬20-35万/年，博士安家费15-30万2、地方人才政策? 租房补贴：博士2000元/月；硕士800元/月；本科600元/月（具体条件请咨询南京高校毕业生安居政策）? 南京市江宁区“名校优生”补贴，硕士3万/人，博士4万/人3、保险：除五险一金外还提供企业年金、公司补充医保4、各项补贴：住房补贴、通讯补贴、交通补贴、餐饮补贴5、节假日：双休、法定节假日、年休假、高温假6、住宿：单身宿舍7、其他政策：生日慰问、节日慰问、独生子女医疗费用报销、每年定期体检
['大数据运营工程师（梅州）'],[],['中国移动通信集团广东有限公司'],['国企| 通信/电信/网络设备'],[],['梅州'],['本科'],[],['若干人'],['2019-09-13'],1.学习并掌握数据建模方法，负责运营商大数据的数据模型设计。2.研究公司内外部客户的需求，开展移动大数据的研究、分析，通过挖掘数据的内在关系，发现市场运营与推广中的问题，并推动问题的解决。3.满足市场精准营销、大数据分析报告对数据的提取、过滤、分析等需求。4.负责公司内外大数据拓展项目的整体分析和技术方案支持工作。5.负责大数据系统的日常维护。
['大数据软件工程师（上海）'],[],['三一集团有限公司'],['民营公司| 建筑/建材/工程'],[],['上海'],['硕士'],[],['若干人'],['2019-09-13'],岗位职责负责责设计、实现和测试工业互联网系统中的大数据分析应用，熟悉spark。专业方向数学、计算机、软件等相关专业
['大数据开发工程师'],[],['同程艺龙'],['民营公司| 通信/电信/网络设备'],[],['苏州'],['本科'],[],['2人'],['2019-09-13'],岗位职责：1、机票业务、用户行为或其他日志信息数据收集；2、 基于历史数据进行平台统计、分析（离线和实时）；3、基于线上海量日志数据的用户行为分析；4、负责机票数据系统组其他平台开发；任职要求：1、计算机相关专业；2、熟悉Java及web应用开发，了解分布式、多线程及高性能的设计与编码及性能调优， 熟悉使用常用关系型数据库，了解SQL优化方法；3、至少会使用一种脚本语言，包括但不局限于Shell、Ruby、Groovy、Python，能够在日常工作中使用脚本简化工作 ；4、 有大数据经验，熟悉主流的大数据产品和数据分析技术并具有一定的相关项目经验者优先（flink、spark、elasticsearch、hbase）；5、熟悉Linux日常工作环境，熟悉掌握常用命令和调优监控手段优先；6、大数据相关开源技术贡献者优先。
